TOKEN_ID,TOKEN_NAME,Color,Meka Type,Helmet,Eyes,Mask,Jaws,Arms,Chest,Colors,Weapon,Material,Legendary
171,Meka #171,Pink,F9,F9 Spikes,F9 Green E7,F9 Heavy,F9 Brackyura,F9 Jingasa A1,F9 Fortress C2,3.0,,,
172,Meka #172,Pastel Blue,OG Meka,OG Delta Elite,OG Green E21,OG Filter,OG Trooper S2,OG Squadron 3,OG Heavy C1,2.0,,,
173,Meka #173,Blue Grey,OG Meka,OG Delta Elite,OG Pink E0,OG Sphere,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,OG Smiley K2,,
174,Meka #174,Aqua Lite,Gādian,GAI Jingasa H2,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Sōhei A1,GAI Jingasa C1,4.0,,,
175,Meka #175,Blood Red,F9,F9 Assault Spikes,F9 Green E4,F9 Monkey,F9 Brackyura,F9 Bastion,F9 Bastion C1,4.0,,,
176,Meka #176,Orange,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Sonic J1,MI Racer A2,MI Racer C1,3.0,,,
177,Meka #177,Red,OG Meka,OG Darya Heavy,OG Violet E1,OG Monkey R-7,OG Sabotage S3,OG Trooper A2,OG Trooper C1,3.0,OG Smiley K1,,
178,Meka #178,Orange,Gādian,GAI Janjin H2,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Sōhei A1,GAI Sōhei C1,4.0,,,
179,Meka #179,Grey,OG Meka,OG Quartz Trooper,OG Rose E1,OG Trooper M1,OG Rocket jaw,OG Trooper A1,OG Heavy C1,3.0,,,
180,Meka #180,,OG Meka,OG Oblong Elite,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Trooper A2,OG Trooper C1,0.0,,Camo green,
181,Meka #181,Blue Grey,Gādian,GAI Youma H2,Pink Delta,GAI Bastion M2,GAI Jingasa J1,GAI Youma,GAI Jingasa C1,5.0,,,
182,Meka #182,Orange,OG Meka,OG Quartz Trooper,OG Violet E1,OG Knight,OG Sabotage S3,OG Squadron 4,OG Trooper C1,4.0,OG Cannons,,
183,Meka #183,Red,Mirage,MI Racer,MI Red Visor,MI Radar M1,MI WS-1,MI Radar A1,MI Sonic C1,3.0,,,
184,Meka #184,White,Mirage,MI Racer,MI Pink Visor,MI Salamender,MI Racer W2,MI Racer A1,MI Radar C1,2.0,MI Ray guns,,
185,Meka #185,Pastel Blue,Gādian,GAI Jingasa H1,Pink Circle,GAI Jingasa M2,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,3.0,,,
186,Meka #186,Blurple,OG Meka,OG Quartz Trooper,OG Rose E1,OG Knight,OG Assault jaw,OG Trooper A2,OG Trooper C1,3.0,,,
187,Meka #187,Aqua Lite,OG Meka,OG Delta Trooper,OG Pink E0,OG Trooper M2,OG Rocket jaw,OG Squadron 4,OG Trooper C1,3.0,,,
188,Meka #188,Blood Red,OG Meka,OG Rombus Trooper,OG Green E21,OG Monkey R-7,OG Assault jaw,OG Squadron 4,OG Heavy C1,4.0,,,
189,Meka #189,White,OG Meka,OG Delta Elite,OG Pink E0,OG Mantis,OG Trooper S1,OG Metal spike,OG Trooper C2,2.0,,,
190,Meka #190,Blood Red,Gādian,GAI Yokai,Cyan Square,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C2,4.0,,,
191,Meka #191,Dark Grey,Mirage,MI Sonar,MI Aqua Eye,MI Racer M1,MI Racer W1,MI Racer A1,MI Racer C1,3.0,,,
192,Meka #192,Pastel Blue,OG Meka,OG Delta Elite,OG Blue E4,OG Filter,OG Assault jaw,OG Trooper A2,OG Trooper C1,3.0,,,
193,Meka #193,Grey,Gādian,GAI Jingasa H1,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Sōhei C1,2.0,,,
194,Meka #194,Blood Red,Mirage,MI Sonar,MI Pink Visor,MI Salamender,MI Sonic J1,MI Radar A1,MI Racer C1,4.0,,,
195,Meka #195,Red,OG Meka,OG Rombus Trooper,OG White E13,OG Last Breath,OG Sabotage S3,OG Trooper A1,OG Trooper C1,3.0,,,
196,Meka #196,Pink,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M2,OG Assault jaw,OG Solid Tank,OG Heavy C1,3.0,,,
197,Meka #197,Blood Red,OG Meka,OG Rombus Trooper,OG Rose E1,OG Sphere,OG Trooper S2,OG Trooper A1,OG Heavy C1,4.0,OG Thunder Gun,,
198,Meka #198,Blue Grey,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M1,Brachyura,GAI Sōhei A1,GAI Sōhei C2,3.0,,,
199,Meka #199,Red,Gādian,GAI Janjin H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,3.0,,,
200,Meka #200,Aqua Lite,Gādian,GAI Citadel,Pink Delta,GAI Jingasa M2,GAI Jingasa J1,GAI Yasuke,GAI Jingasa C1,3.0,,,
201,Meka #201,Blurple,OG Meka,OG Radiant Heavy,OG Rose E1,OG Filter,OG Trooper S2,OG Squadron 3,OG Trooper C1,4.0,OG Smiley K1,,
202,Meka #202,Red,F9,F9 Loop,F9 Green E4,F9 Bastion M1,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,GAI Kochi,,
203,Meka #203,Blue Grey,OG Meka,OG Delta Trooper,OG Violet E1,OG Filter,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
204,Meka #204,Blood Red,OG Meka,OG Darya Heavy,OG Violet E1,OG Monkey R-7,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,OG Smiley K1,,
205,Meka #205,Blood Red,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W2,MI Radar A1,MI Radar C1,4.0,,,
206,Meka #206,Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
207,Meka #207,Pink,OG Meka,OG Quartz Heavy,OG Green E7,OG Trooper M1,OG Trooper S2,OG Trooper A2,OG Trooper C1,3.0,,,
208,Meka #208,,OG Meka,OG Delta Elite,OG Rose E1,OG Monkey R-9,OG Trooper S2,OG Squadron 3,OG Trooper C1,0.0,,Siberie,
209,Meka #209,Red,OG Meka,OG Darya Master,OG Violet E1,OG Trooper M1,OG Sabotage S3,OG Trooper A2,OG Trooper C1,3.0,OG Smiley K2,,
210,Meka #210,Aqua Lite,OG Meka,OG Delta Trooper,OG Rose E1,OG Monkey R-9,OG Trooper S2,OG Squadron 3,OG Heavy C1,3.0,,,
211,Meka #211,Blood Red,OG Meka,OG Radiant Elite,OG Green E21,OG Sphere,OG Trooper S2,OG Squadron 4,OG Heavy C1,4.0,,,
212,Meka #212,Blood Red,Mirage,MI Racer,MI White Visor,MI Racer M2,MI Racer W1,MI Racer A1,MI Racer C2,3.0,,,
213,Meka #213,Aqua Lite,OG Meka,OG Quartz Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Solid Tank,OG Trooper C1,3.0,OG Smiley K1,,
214,Meka #214,Blood Red,F9,F9 Spikes,F9 Green E7,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,GAI Kochi,,
215,Meka #215,Blue Grey,Mirage,MI Radar,MI White Visor,MI Kaiman,MI Sonic J2,MI Racer A1,MI Racer C1,3.0,,,
216,Meka #216,Red,OG Meka,OG Helmet Brick,OG Eyes Brick,OG Mask Brick,OG Helmet Brick,OG Arms Brick,OG Chest Brick,4.0,,Brick,
217,Meka #217,Orange,OG Meka,OG Rombus Trooper,OG Rose E1,OG Knight,OG Trooper S1,OG Trooper A1,OG Heavy C2,4.0,,,
218,Meka #218,Blue Grey,Mirage,MI Sonar,MI Aqua Eye,MI Racer M2,MI Racer W2,MI Radar A1,MI Racer C1,4.0,MI Rockets,,
219,Meka #219,Aqua Lite,OG Meka,OG Delta Elite,OG Rose E1,OG Heavy,OG Sabotage S7,OG Trooper A2,OG Trooper C1,4.0,,,
220,Meka #220,Blue Grey,OG Meka,OG Radiant Elite,OG Green E7,OG Heavy,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,Gold Helmet,
221,Meka #221,Pink,Mirage,MI Racer,MI White Visor,MI Radar M1,MI Sonar J2,MI Radar A1,MI Radar C1,3.0,,,
222,Meka #222,Blurple,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A2,MI Racer C1,3.0,MI Rockets X,,
223,Meka #223,Blurple,OG Meka,OG Quartz Trooper,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Trooper C2,3.0,,,
224,Meka #224,White,OG Meka,OG Radiant Trooper,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Heavy C1,3.0,,,
225,Meka #225,Camo Green,OG Meka,OG Radiant Heavy,OG Rose E1,OG Filter,OG Trooper S2,OG Trooper A1,OG Trooper C1,2.0,,,
226,Meka #226,Blue Grey,OG Meka,OG Quartz Trooper,OG Violet E1,OG Heavy,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
227,Meka #227,Pink,Gādian,GAI Janjin H2,Cyan Square,GAI Bastion M2,Bastion J2,GAI Jingasa A1,GAI Jingasa C1,3.0,,,
228,Meka #228,Red,OG Meka,OG Quartz Elite,OG Rose E1,OG Mantis,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,Silver Helmet,
229,Meka #229,Pink,Mirage,MI Racer,MI Pink Visor,MI Salamender,MI Racer W1,MI Racer A1,MI Racer C2,3.0,,,
230,Meka #230,,OG Meka,OG Darya Elite,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Trooper A2,OG Trooper C1,0.0,,Fire,
231,Meka #231,Pastel Blue,Mirage,MI Racer,MI White Visor,MI Sonic M1,MI Sonar J2,MI Radar A1,MI Sonic C1,3.0,,,
232,Meka #232,Sky Blue,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Heavy C1,3.0,,,
233,Meka #233,,OG Meka,OG Delta Elite,OG Pink E0,OG Trooper M2,OG Trooper S2,OG Squadron 4,OG Trooper C1,0.0,,Camo blue,
234,Meka #234,,F9,F9 Ronin H2,F9 Red E3,F9 Heavy,F9 Assault,F9 Jingasa A2,F9 Fortress C1,0.0,,Carbon,
235,Meka #235,,OG Meka,OG Radiant Elite,OG Violet E1,OG Monkey R-7,OG Trooper S1,OG Solid Tank,OG Heavy C1,0.0,,Camo green,
236,Meka #236,White,OG Meka,OG Darya Trooper,OG Rose E1,OG Knight,OG Sabotage S7,OG Trooper A1,OG Heavy C2,2.0,OG Cannons,,
237,Meka #237,Camo Green,OG Meka,OG Delta Heavy,OG Rose E1,OG Trooper M2,OG Sabotage S3,OG Trooper A1,OG Trooper C2,3.0,OG Gatling Gun,,
238,Meka #238,Orange,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A1,MI Racer C1,3.0,,,
239,Meka #239,Orange,OG Meka,OG Quartz Master,OG Violet E1,OG Monkey R-9,OG Trooper S1,OG Squadron 3,OG Trooper C1,4.0,OG Dawn Sword,Gold Helmet,
240,Meka #240,Aqua Lite,OG Meka,OG Oblong Heavy,OG Pink E0,OG Trooper M1,OG Assault jaw,OG Trooper A1,OG Heavy C1,4.0,,,
241,Meka #241,Blue Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Heavy,OG Trooper S1,OG Trooper A1,OG Heavy C2,2.0,,,
242,Meka #242,Black,Gādian,GAI Citadel,Green Circle,GAI Bastion M1,GAI Jingasa J1,GAI Youma,GAI Sōhei C1,2.0,,,
243,Meka #243,Sky Blue,OG Meka,OG Darya Trooper,OG Violet E1,OG Mantis,OG Assault jaw,OG Trooper A1,OG Trooper C1,4.0,,,
244,Meka #244,Blue Grey,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M2,OG Sabotage S3,OG Trooper A1,OG Trooper C2,3.0,,,
245,Meka #245,Red,OG Meka,OG Delta Elite,OG Pink E0,OG Trooper M2,OG Trooper S1,OG Trooper A2,OG Trooper C1,2.0,,Silver Helmet,
246,Meka #246,Pink,F9,F9 Loop,F9 Green E4,F9 Knight,F9 Assault,F9 Jingasa A2,F9 Bastion C1,3.0,,,
247,Meka #247,Sky Blue,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W1,MI Radar A1,MI Racer C1,3.0,MI Rockets,,
248,Meka #248,Pastel Blue,F9,F9 Loop,F9 Green E4,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,GAI Kochi,,
249,Meka #249,Dark Brown,OG Meka,OG Darya Heavy,OG Rose E1,OG Pain,OG Trooper S1,OG Trooper A1,OG Trooper C1,2.0,OG Cannons,Silver Weapon,
250,Meka #250,Pastel Blue,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
251,Meka #251,Aqua Lite,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Squadron 3,OG Trooper C2,3.0,,,
252,Meka #252,Pastel Blue,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Falcon W0,MI Racer A2,MI Radar C1,4.0,,,
253,Meka #253,Blue Grey,OG Meka,OG Darya Trooper,OG Rose E1,OG Filter,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
254,Meka #254,,Gādian,GAI Youma H1,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Jingasa C1,0.0,,Camo green,
255,Meka #255,,OG Meka,OG Oblong Elite,OG Rose E1,OG Knight,OG Trooper S2,OG Solid Tank,OG Trooper C1,0.0,,Carbon,
256,Meka #256,White,OG Meka,OG Delta Trooper,OG White E13,OG Filter,OG Trooper S1,OG Trooper A1,OG Heavy C1,2.0,,,
257,Meka #257,Blood Red,OG Meka,OG Delta Trooper,OG Blue E4,OG Monkey R-9,OG Sabotage S7,OG Squadron 3,OG Trooper C1,4.0,,,
258,Meka #258,Sky Blue,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M1,MI Sonar J2,MI Racer A2,MI Radar C1,4.0,,,
259,Meka #259,Blood Red,Mirage,MI Sonar,MI Pink Visor,MI Racer M1,MI Racer W1,MI Racer A1,MI Racer C1,4.0,MI Ray guns,Silver Weapon,
260,Meka #260,Dark Grey,Mirage,MI Racer,MI Aqua Eye,MI Kaiman,MI Sonar J2,MI Radar A1,MI Sonic C1,4.0,,,
261,Meka #261,Dark Grey,OG Meka,OG Radiant Trooper,OG Blue E4,OG Pain,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,,
262,Meka #262,Sky Blue,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Squadron 3,OG Heavy C1,3.0,,,
263,Meka #263,Camo Green,Mirage,MI Sonar,MI Aqua Eye,MI Racer M1,MI WS-1,MI Sonic A1,MI Racer C1,2.0,,Silver Helmet,
264,Meka #264,Pastel Blue,Mirage,MI Racer,MI White Visor,MI Sonic M1,MI Sonar J2,MI Radar A1,MI Sonic C1,3.0,Mi Spectral blade,,
265,Meka #265,Dark Grey,F9,F9 Spikes,F9 Green E4,F9 Jingasa M2,F9 Brackyura,F9 Jingasa A1,F9 Fortress C1,4.0,,,
266,Meka #266,Red,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Sabotage S3,OG Squadron 4,OG Trooper C1,3.0,OG Solid Blade,,
267,Meka #267,Blue Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Heavy,OG Rocket jaw,OG Squadron 3,OG Trooper C1,4.0,OG Smiley K1,,
268,Meka #268,Sky Blue,Gādian,GAI Jingasa H2,Pink Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Jingasa C1,4.0,,,
269,Meka #269,Pastel Blue,Gādian,GAI Janjin H1,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,,
270,Meka #270,Red,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Squadron 4,OG Trooper C1,3.0,,,
271,Meka #271,Light Green,OG Meka,OG Rombus Trooper,OG Violet E1,OG Heavy,OG Sabotage S7,OG Trooper A2,OG Heavy C1,3.0,,,
272,Meka #272,Camo Green,OG Meka,OG Delta Trooper,OG Rose E1,OG Monkey R-7,OG Trooper S1,OG Trooper A1,OG Trooper C1,2.0,,,
273,Meka #273,Aqua Lite,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M1,Bastion J1,GAI Sōhei A1,GAI Jingasa C1,4.0,,,
274,Meka #274,White,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M2,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C1,2.0,,,
275,Meka #275,Pastel Blue,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Radar W1,MI Racer A1,MI Racer C2,3.0,,,
276,Meka #276,Red,Mirage,MI Racer H2,MI Aqua Eye,MI Radar M1,MI Racer W2,MI Racer A1,MI Radar C1,4.0,,,
277,Meka #277,Orange,F9,F9 Spikes,F9 White E0,F9 Bastion M2,F9 Assault,F9 Bastion,F9 Bastion C1,4.0,,,
278,Meka #278,Aqua Lite,OG Meka,OG Delta Trooper,OG Rose E1,OG Filter,OG Sabotage S7,OG Trooper A1,OG Heavy C1,3.0,,,
279,Meka #279,Orange,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M1,Bastion J1,GAI Jingasa A1,GAI Jingasa C1,4.0,GAI Kochi,,
280,Meka #280,Sky Blue,Mirage,MI Eagle,MI Pink Visor,MI Racer M1,MI Racer W1,MI Racer A1,MI Radar C1,3.0,MI Rockets,,
281,Meka #281,Pink,OG Meka,OG Radiant Trooper,OG Blue E4,OG Trooper M1,OG Sabotage S7,OG Trooper A2,OG Trooper C2,4.0,,,
282,Meka #282,Blurple,Gādian,GAI Jingasa H2,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,4.0,,,
283,Meka #283,Dark Grey,OG Meka,OG Delta Heavy,OG Rose E1,OG Monkey R-7,OG Rocket jaw,OG Solid Tank,OG Trooper C1,4.0,,,
284,Meka #284,Blurple,OG Meka,OG Radiant Elite,OG Violet E1,OG Filter,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,Silver Helmet,
285,Meka #285,Dark Brown,Mirage,MI Eagle,MI Pink Visor,MI Salamender,MI Racer W2,MI Racer A1,MI Racer C1,2.0,,,
286,Meka #286,,Mirage,MI Eagle,MI Aqua Eye,MI Racer M2,MI Sonar J2,MI Radar A1,MI Radar C1,0.0,,Camo blue,
287,Meka #287,Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Monkey R-9,OG Assault jaw,OG Trooper A2,OG Heavy C1,4.0,,,
288,Meka #288,,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Trooper S1,OG Trooper A2,OG Trooper C1,0.0,,Camo green,
289,Meka #289,Pastel Blue,Gādian,GAI Jingasa H1,Pink Circle,GAI Ukiyo-E,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,5.0,,,
290,Meka #290,Red,OG Meka,OG Rombus Trooper,OG Pink E0,OG Knight,OG Assault jaw,OG Squadron 3,OG Trooper C2,4.0,,,
291,Meka #291,Camo Green,F9,F9 Ronin H1,F9 Green E4,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,2.0,,,
292,Meka #292,Aqua Lite,Mirage,MI SB-4,MI Aqua Eye,MI Sonic M1,MI Falcon W0,MI Sonic A1,MI Racer C1,3.0,,,
293,Meka #293,Blurple,OG Meka,OG Delta Trooper,OG Red E0,OG Trooper M2,OG Sabotage S3,OG Trooper A1,OG Trooper C1,4.0,,,
294,Meka #294,Blue Grey,OG Meka,OG Delta Trooper,OG Pink E0,OG Trooper M1,OG Sabotage S3,OG Trooper A1,OG Trooper C2,3.0,OG Smiley K1,,
295,Meka #295,Sky Blue,OG Meka,OG Darya Trooper,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Squadron 4,OG Heavy C1,3.0,,,
296,Meka #296,,Mirage,MI Sonar,MI Pink Visor,MI Kaiman,MI WS-2,MI Radar A1,MI Radar C1,0.0,,Camo blue,
297,Meka #297,Pink,OG Meka,OG Delta Elite,OG Rose E1,OG Heavy,OG Sabotage S7,OG Trooper A1,OG Heavy C2,3.0,,Silver Helmet,
298,Meka #298,Pastel Blue,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,Bastion J2,GAI Sōhei A1,GAI Sōhei C2,3.0,,Silver Helmet,
299,Meka #299,Red,OG Meka,OG Darya Trooper,OG White E13,OG Sphere,OG Sabotage S7,OG Trooper A1,OG Trooper C1,3.0,,,
300,Meka #300,,F9,F9 Kagen,F9 Green E7,F9 Bastion M1,F9 Assault,F9 Jingasa A2,F9 Bastion C1,0.0,GAI Gento,Siberie,
301,Meka #301,Blood Red,Mirage,MI Eagle,MI Pink Visor,MI Racer M1,MI WS-2,MI Radar A1,MI Racer C1,3.0,,,
302,Meka #302,Grey,OG Meka,OG Delta Trooper,OG Red E0,OG Sphere,OG Trooper S2,OG Trooper A1,OG Heavy C1,3.0,,,
303,Meka #303,Pink,OG Meka,OG Rombus Elite,OG Green E7,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Heavy C1,3.0,,,
304,Meka #304,Orange,Mirage,MI Radar,MI Aqua Eye,MI Racer M2,MI Sonic J2,MI Racer A1,MI Racer C1,4.0,,,
305,Meka #305,,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Sabotage S7,OG Trooper A2,OG Trooper C2,0.0,OG Dawn Sword,Camo green,
306,Meka #306,Pink,OG Meka,OG Quartz Trooper,OG Rose E1,OG Trooper M1,OG Assault jaw,OG Squadron 3,OG Trooper C1,2.0,,,
307,Meka #307,Dark Grey,F9,F9 Kagen,F9 Green E4,F9 Heavy,F9 Assault,F9 Jingasa A2,F9 Fortress C2,4.0,,,
308,Meka #308,,Mirage,MI Racer H2,MI Pink Visor,MI Racer M2,MI Sonar J2,MI Radar A1,MI Sonic C1,0.0,,Siberie,
309,Meka #309,Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Sphere,OG Sabotage S3,OG Trooper A2,OG Heavy C1,3.0,,,
310,Meka #310,Blurple,OG Meka,OG Delta Trooper,OG Violet E1,OG Monkey R-7,OG Trooper S2,OG Trooper A2,OG Trooper C1,3.0,OG Plasma Ray,Gold Weapon,
311,Meka #311,Red,Mirage,MI Sonar,MI Pink Visor,MI Radar M1,MI Falcon W0,MI Racer A2,MI Radar C1,2.0,,,
312,Meka #312,Blurple,OG Meka,OG Darya Elite,OG Green E7,OG Trooper M2,OG Trooper S1,OG Solid Tank,OG Trooper C1,3.0,,,
313,Meka #313,Blue Grey,OG Meka,OG Rombus Elite,OG Violet E1,OG Monkey R-7,OG Sabotage S7,OG Trooper A1,OG Trooper C1,3.0,OG Dawn Sword x2,Silver Helmet,
314,Meka #314,Red,OG Meka,OG Delta Elite,OG Violet E1,OG Trooper M2,OG Trooper S2,OG Trooper A2,OG Trooper C1,3.0,,,
315,Meka #315,Blue Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Racer W1,MI Radar A1,MI Radar C1,4.0,,,
316,Meka #316,Red,F9,F9 Spikes,F9 Green E21,F9 Bastion M2,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,GAI Tessen x2,,
317,Meka #317,Aqua Lite,OG Meka,OG Delta Heavy,OG Rose E1,OG Heavy,OG Trooper S2,OG Trooper A2,OG Trooper C1,4.0,,,
318,Meka #318,Aqua Lite,F9,F9 Spikes,F9 Green E7,F9 Jingasa M2,F9 Assault,F9 Bastion,F9 Bastion C1,2.0,,,
319,Meka #319,Blurple,OG Meka,OG Radiant Elite,OG Green E7,OG Trooper M2,OG Sabotage S3,OG Trooper A2,OG Trooper C2,3.0,,,
320,Meka #320,,Mirage,MI Racer H2,MI White Visor,MI Racer M2,MI WS-2,MI Radar A1,MI Radar C1,0.0,,Siberie,
321,Meka #321,Blood Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Monkey R-9,OG Sabotage S7,OG Trooper A1,OG Trooper C1,4.0,,,
322,Meka #322,Red,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Yasuke,GAI Youma,4.0,,,
323,Meka #323,Orange,Mirage,MI Radar,MI Aqua Eye,MI Radar M1,MI Racer W1,MI Racer A1,MI Radar C1,5.0,MI Ray guns,,
324,Meka #324,,OG Meka,OG Darya Master,OG Violet E1,OG Sphere,OG Trooper S1,OG Trooper A2,OG Trooper C1,0.0,,Camo green,
325,Meka #325,Orange,F9,F9 Spikes,F9 Green E21,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,,,
326,Meka #326,Orange,Mirage,MI Eagle,MI Pink Visor,MI Racer M1,MI Racer W1,MI Racer A1,MI Radar C1,4.0,,,
327,Meka #327,Dark Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonic J2,MI Racer A1,MI Racer C1,3.0,MI Rockets X,,
328,Meka #328,Dark Grey,Mirage,MI Radar,MI Aqua Eye,MI Salamender,MI Racer W2,MI Racer A1,MI Radar C1,2.0,,,
329,Meka #329,White,OG Meka,OG Delta Trooper,OG Rose E1,OG Last Breath,OG Trooper S2,OG Squadron 4,OG Trooper C1,2.0,,,
330,Meka #330,Orange,OG Meka,OG Delta Trooper,OG Rose E1,OG Filter,OG Trooper S2,OG Squadron 4,OG Trooper C1,4.0,,,
331,Meka #331,Light Green,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI WS-1,MI Radar A1,MI Radar C1,3.0,,,
332,Meka #332,Blood Red,OG Meka,OG Quartz Trooper,OG Red E0,OG Filter,OG Trooper S2,OG Trooper A2,OG Trooper C1,4.0,,,
333,Meka #333,Red,Mirage,MI Racer,MI Pink Visor,MI Salamender,MI Racer W1,MI Radar A1,MI Racer C1,3.0,MI Rockets,Gold Weapon,
334,Meka #334,Blue Grey,OG Meka,OG Radiant Trooper,OG Blue E4,OG Sphere,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,,,
335,Meka #335,,F9,F9 Kagen,F9 Green E21,F9 Heavy,F9 Aura J-0,F9 Jingasa A2,F9 Bastion C1,0.0,,Siberie,
336,Meka #336,Pink,OG Meka,OG Oblong Heavy,OG Pink E0,OG Sphere,OG Assault jaw,OG Squadron 3,OG Trooper C1,2.0,,,
337,Meka #337,Orange,Gādian,GAI Jingasa H1,Pink Circle,GAI Jingasa M2,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,3.0,,,
338,Meka #338,Orange,OG Meka,OG Quartz Trooper,OG Green E7,OG Mantis,OG Assault jaw,OG Trooper A1,OG Heavy C2,3.0,,,
339,Meka #339,Red,F9,F9 Assault Spikes,F9 Green E4,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,,,
340,Meka #340,Dark Grey,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,4.0,GAI Katana,,
341,Meka #341,Aqua Lite,OG Meka,OG Delta Trooper,OG Violet E1,OG Sphere,OG Trooper S1,OG Trooper A1,OG Heavy C2,4.0,,,
342,Meka #342,Dark Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Sonic J1,MI Racer A1,MI Racer C1,3.0,,,
