TOKEN_ID,TOKEN_NAME,Background Color,Aura,Skin,Lips,Eyes,Nose Ring,Hair,Shirt,Necklace,Earrings,Headpiece,Tier,Eyeliner,Essence,Tattoos,Eclipsed,Tears,Scar,Bandages,Crown,Void,Blessed
132,Master La Terspa - Divine #132,Amethyst,Focus,Lifebreath,Pursed Frozen,,Golden Frayed Ring,Master,Warlock,Silver Divine,Obsidian,Enchanted Horns,Apostle,,Burning,Sky Torn,,,,,,,
133,Disciple Vesa Latz - Divine #133,Ochre,Tranquility,Serpentheart,Frosted,,Blessed Stud,Disciple,Arcane Tassel,Tri Obsidian,Lunar,Revitalized Crown,Apostle,,,Spirit,,,,,,,
134,Tor Ymka - Divine #134,Amethyst,Warm,Cosmic,Frozen,Life Taking,Chain of Pearls,Winter Kissed,Cape of Wisdom,Pendant of Life,Lunar,Bronzed Horns,Vindicator,,Freed,,,,,,,,
135,Fimi - Divine #135,Fandango,Passionate,Tainted,Crimson,Passionate,Jeweled,Mystified,Arcane Cloak,Silver Divine,Golden Echoes,Golden Horns,Vindicator,,,,,,,,,,
136,Meeuio - Divine #136,Sky,Focus,Tainted,Deep Sea,Life Giving,Blessed Stud,Frost,Bronzed Dress,Gold Divine,Solar,Golden Gladiator,Vindicator,,,,,,,,,,
137,Bruze - Divine #137,Ochre,Serene,Tainted,Pursed Frozen,Life Giving,Golden Double Chained,Regal,Purity Toga,Obsidian Band,Silver Divine,Barbs of Ascension,Vindicator,,,,,,,,,,
138,Pailila - Divine #138,Ochre,Tranquility,Imbued,Amber,Life Giving,Chain of Pearls,Blazed,Tarnished Gown,Grenal,Suspended Ruby,Headdress of the Goddess,Vindicator,,,,,,,,,,
139,Terei Re - Divine #139,Azure,Harmonic,Cosmic,Void Kissed,Hazel,Blessed Stud,Darkened,Deep Sea Dress,Silver Charge,Silver Chain,Rejuvenating Horns,Vindicator,,,,,,,,,,
140,Keeper Iote Re - Divine #140,Azure,Retribution,Drake-Tempered,Frozen,,Jeweled,Keeper,Deep Sea Amice,Obsidian Band,Amber,Pierced Crown,Apostle,,,Spirit,,,,,,,
141,Kara'er Her - Divine #141,Floral,Tranquility,Broken,Pursed Crimson,,,Renowned,Sheathing of Gro,Talisman of the Pure,,,Royalty,,,,,,Imprisoned,Deafened,The Flame's Reflection,,
142,La'iba Yir - Divine #142,Ochre,Cosmic,Broken,Amber,,,Banshee,Ensemble of Peace,Arcane Forged Pendant,,,Royalty,,,,,,Bladestruck,Blood Stained,Jaws of Eternity,,
143,Mage Ar Ieria Te - Divine #143,Fandango,Warm,Lifebreath,Pursed Frosted,,Golden Double Chained,Mage,Warlock,Mystical Stones,Morganite,Mystical Horns,Apostle,,Aqueous,Kindness,,,,,,,
144,Ter Laraa - Divine #144,Natural,Focus,Tainted,Tangerine,Frost,Golden Hoop,Winter,Arcane Cape,Silver Columns,Golden Stars,Pierced Crown,Vindicator,,,,,,,,,,
145,Lianai - Divine #145,Laguna,Retribution,Imbued,Deep Sea,Hazel,Golden Bridge,Vindicated,Tranquil Gown,The Arc's Guidance,Pearls,Halo of Penance,Vindicator,,Burning,,,,,,,,
146,Narive - Divine #146,Natural,Passionate,Imbued,Pursed Amber,Life Giving,Silver Bridge,Burnt,Shimmering Cloak,Silver Barbs,Silver Dreamcatchers,Cradle of Noir,Vindicator,,,,,,,,,,
147,Urttz - Divine #147,Sacred Peach,Perceptive,Refined,Frozen,Frost,Silver Slack,River,Fiery Toga,Golden Rings,Golden Stars,Gems of Life,Vindicator,,,,,,,,,,
148,Vae'yi Era - Divine #148,Amethyst,Rejuvenation,Broken,Frosted,,,Soulstruck,Imperial Vestments,A Glimpse of Regrowth,,,Royalty,,,,,,Hollowed,Purified,Cage of Hearts,,
149,Iyoren Ray - Divine #149,Azure,Warm,Cosmic,Raspberry,Passionate,Golden Slack,Sunrise,Dress of Purity,Mystical Stones,Morganite,Golden Chandelier,Vindicator,,,,,,,,,,
150,Vesatz - Divine #150,Sacred Peach,Rejuvenation,Cosmic,Natural,Frozen,Chain of Pearls,Faint Hearted,Deep Sea Cloak,Aegian,Suspended Sapphire,Barrette,Vindicator,,Smoked,,,,,,,,
151,Enchanter Tsaen Li - Divine #151,Heated,Retribution,Drake-Tempered,Pursed Crimson,,Silver Slack,Enchanter,Mystic Tassel,Pendant of Life,Pearls,Golden Gladiator,Apostle,,,Sky Torn,,,,,,,
152,Lolii - Divine #152,Natural,Harmonic,Imbued,Frosted,Frozen,Silver Hoop,Ancient Tarnished,Shimmering Cape,Sramosa,Silver Serpents,Dorado,Vindicator,,,,,,,,,,
153,Tel Oria - Divine #153,Sky,Combative,Tainted,Pursed Void,Passionate,Golden Double Chained,Electric,Vitality Toga,Harspiera,Amber,Cradle of Truth,Vindicator,,,,,,,,,,
154,Vesalera - Divine #154,Azure,Serene,Refined,Pursed Frosted,Frost,Silver Frayed Ring,Rustic,Robes of Shadow,Harspiera's Tears,Silver Echoes,Cradle of Light,Vindicator,,,,,,,,,,
155,Finive - Divine #155,Ochre,Combative,Tainted,Amber,Hazel,Chain of Pearls,Tainted,Cloak of Heart,Stones of Heart,Silver Hoops,Silver Chandelier,Vindicator,,,,,,,,,,
156,Spirited Emnal - Divine #156,Floral,Retribution,Drake-Tempered,Tangerine,,Chain of Pearls,Spirited,Golden Plates,Stones of Heart,Rubies,Vitality Spikes,Apostle,,,Nature's Phase,,,,,,,
157,Warrior Dariv - Divine #157,Laguna,Serene,Lifebreath,Toxic,,Chain of Pearls,Barbaric,Plates of Nature,Pendant of Wisdom,Amber,Bronzed Horns,Apostle,,,Refraction,,,,,,,
158,Par'lue Ira - Divine #158,Sacred Peach,Retribution,Broken,Natural,,,Untouched,Betrayed Vestments,Stone of the Abused,,,Royalty,,,,,,Imprisoned,Witnessing,Maw of Ash,,
159,Karen Pa - Divine #159,Lilac,Rejuvenation,Cosmic,Tangerine,Frost,Jeweled,Focused,Mystic Robes,Gro,Lunar,Dorado,Vindicator,,,,,,,,,,
160,Master Liaula - Divine #160,Azure,Perceptive,Serpentheart,Pursed Amber,,Silver Bridge,Master,Cosmic Mage,Stones of Pride,Silver Stars,Gems of Heart,Apostle,,,Metamorphosis,,,,,,,
161,Tatelia - Divine #161,Emerald,Harmonic,Betrayed,Raspberry,Life Giving,Silver Double Chained,Frosted Focus,Amber Toga,Pendant of Wisdom,Silver Stars,Gems of Patience,Vindicator,,,,,,,,,,
162,Ia Dareve - Divine #162,Amethyst,Focus,Imbued,Pursed Crimson,Hazel,Silver Bridge,Fiery Focus,Shimmering Cloak,Stones of Life,Golden Divine,Arcane Coils,Vindicator,,,,,,,,,,
163,Tel Yeria - Divine #163,Sacred Peach,Perceptive,Cosmic,Pursed Void,Life Taking,Blessed Stud,River,Natural Gown,Aegian,Silver Tears,Vitality Spikes,Vindicator,Eyeliner,,,,,,,,,
164,Lastali - Divine #164,Lilac,Warm,Tainted,Pursed Crimson,Passionate,Silver Slack,Blunt Bangs,Bronzed Robes,Golden Columns,Silver Charged,Gems of Wisdom,Vindicator,,,,,,,,,,
165,Losola - Divine #165,Fandango,Retribution,Tainted,Pursed Frosted,Passionate,Silver Double Chained,Heart Seer,Arcane Cloak,Stones of Pride,Golden Chandelier,Golden Spikes,Vindicator,,,,,,,,,,
166,Silylvia - Divine #166,Emerald,Passionate,Tainted,Toxic,Hazel,Jeweled,Dark Seer,Shimmering Cape,Bronzed Barbs,Silver Chandelier,Plata,Vindicator,,Lightning,,,,,,,,
167,La Tertia - Divine #167,Heated,Tranquility,Betrayed,Amber,Frost,Golden Bridge,Chestnut,Toga of Heart,Tri Obsidian,Super Lunar,Barbs of Arrogance,Vindicator,,,,,,,,,,
168,Drute Re - Divine #168,Heated,Serene,Tainted,Deep Sea,Frost,Silver Frayed Ring,Phoenix,Natural Toga,Red Opals,Super Solar,Cradle of Noir,Vindicator,,,,,,,,,,
169,Ua'olm Arn - Divine #169,Lilac,Focus,Broken,Pursed Void,,,Petrified,Arcane Garms,Talisman of Growth,,,Royalty,,,,,,Hollowed,Rotting,Shard of Harspiera,,
170,Oqetelia - Divine #170,Sky,Retribution,Refined,Frosted,Life Taking,Silver Hoop,Focused,Cape of Heart,Silver Columns,Gold Charged,Gems of Life,Vindicator,,,,,,,,,,
171,Vesarmi - Divine #171,Natural,Tranquility,Imbued,Pursed Void,Passionate,Golden Hoop,Illuminated Sky,Dress of Purity,Tears of Grenal,Bullets,Revitalized Crown,Vindicator,,,,,,,,,,
172,Zsapa - Divine #172,Floral,Warm,Refined,Frozen,Hazel,Silver Bridge,Frosted Focus,Purity Gown,Da,Silver Echoes,Gems of Optimism,Vindicator,,,,,,,,,,
173,Iraiave - Divine #173,Emerald,Rejuvenation,Tainted,Crimson,Frozen,Chain of Pearls,Mystified,Arcane Robes,Tarnished Band,Golden Serpents,Golden Horns,Vindicator,,,,,,,,,,
174,Rau'il Nar - Divine #174,Lilac,Warm,Broken,Tangerine,,,Discreet,Ensemble of the Arcane,A Glimpse of Redemption,,,Royalty,,,,,,Mawstruck,Purified,Fleur de Vi,,
175,Seer Ruoora - Divine #175,Sacred Peach,Perceptive,Lifebreath,Tangerine,,Chain of Pearls,Seer,Golden Mage,Aegian,Emerald,Golden Horns,Apostle,,,Kin,,,,,,,
176,Leel - Divine #176,Sky,Perceptive,Betrayed,Toxic,Frozen,Silver Slack,Phoenix,Shimmering Dress,Gold Charge,Golden Dreamcatchers,Blossomed Crown,Vindicator,,Clouded,,,,,,,,
177,Iyuta - Divine #177,Azure,Combative,Imbued,Natural,Passionate,Chain of Pearls,Blunt Bangs,Dark Toga,Silver Charge,Golden Tears,Bronzed Horns,Vindicator,,,,,,,,,,
178,La Vesaen Pa - Divine #178,Amethyst,Warm,Refined,Toxic,Life Giving,Silver Bridge,Sunrise,Dark Gown,Silver Rings,Golden Echoes,Mystical Crown,Vindicator,,,,,,,,,,
179,Ier'ylve Ira - Divine #179,Heated,Serene,Broken,Pursed Crimson,,,Annulled,Arcane Garbs,Light Imbued Collar,,,Royalty,,,,,,Stolen Breath,Dust,Jaws of Eternity,,
180,Ialii - Divine #180,Laguna,Retribution,Refined,Pursed Amber,Frozen,Jeweled,Fiery Focus,Shimmering Cloak,Stones of Heart,Silver Charged,Gems of Innocence,Vindicator,,,,,,,,,,
181,Karnai - Divine #181,Sky,Perceptive,Cosmic,Pursed Frozen,Hazel,Golden Frayed Ring,Hazelnut,Cape of Nature,Harspiera's Tears,Emerald,Silver Gladiator,Vindicator,,,,,,,,,,
182,Puaei Su - Divine #182,Heated,Retribution,Cosmic,Deep Sea,Frost,Chain of Pearls,Winter,Arcane Cape,Stones of Life,Solar,Gems of Heart,Vindicator,,,,Eclipsed,,,,,,
183,Tor Iarah - Divine #183,Ochre,Tranquility,Imbued,Pursed Frozen,Frozen,Golden Frayed Ring,Frost,Arcane Cloak,Tri Azurite,Pearls,Golden Gladiator,Vindicator,,,,,,,,,,
184,Ar Siliersa - Divine #184,Laguna,Focus,Imbued,Void Kissed,Passionate,Silver Double Chained,Winter Kissed,Purity Gown,Amarashen,Silver Dreamcatchers,Druidic Crown,Vindicator,,,,,,,,,,
185,Erlera - Divine #185,Sky,Harmonic,Refined,Frosted,Frost,Chain of Pearls,Electric,Dress of Heart,Pendant of Life,Rubies,Barbs of Ascension,Vindicator,,,,,,,,,,
186,Il'rao Per - Divine #186,Fandango,Retribution,Broken,Pursed Amber,,,Exalted,Natural Garms,Stone of the Healing,,,Royalty,,,,,,Mindflayed,Battleworn,Petrified Platinum,,
187,Zyllin - Divine #187,Floral,Perceptive,Tainted,Amber,Hazel,Golden Slack,Rustic,Shimmering Cape,Gro,Obsidian,Gems of Purity,Vindicator,,,,,,,,,,
188,Raistar - Divine #188,Fandango,Warm,Betrayed,Crimson,Life Giving,Chain of Pearls,Majestic Seer,Shimmering Dress,Arcane Choker,Gold Chain,Cradle of Light,Vindicator,,,,,,,,,,
189,Oaei Mae - Divine #189,Lilac,Passionate,Cosmic,Pursed Amber,Hazel,Blessed Stud,Electric,Bronzed Cape,Silver Divine,Silver Chain,Azurite Spikes,Vindicator,,,,,,,,,,
190,Lia'il Yat - Divine #190,Laguna,Passionate,Broken,Natural,,,Reserved,Arcane Laces,Talisman of Peace,,,Royalty,,,,,,Hollowed,Witnessing,Scales of Grenal,,
191,Conjuror Yaeve - Divine #191,Floral,Combative,Drake-Tempered,Pursed Crimson,,Chain of Pearls,Conjuror,Mystic Mage,Gold Charge,Silver Divine,Coils of Nature,Apostle,,,Offering,,,,,,,
192,Oqeen Pa - Divine #192,Floral,Tranquility,Cosmic,Natural,Frozen,Silver Frayed Ring,Shadow,Fiery Toga,Sramosa,Rubies,Golden Spikes,Vindicator,,Smoked,,,,,,,,
193,Ar Emei Su - Divine #193,Floral,Serene,Refined,Amber,Frost,Golden Hoop,Phoenix,Natural Dress,Stones of Pride,Lunar,Golden Chandelier,Vindicator,,,,,,,,,,
194,Tempest Aylah - Divine #194,Heated,Warm,Serpentheart,Pursed Void,,Silver Double Chained,Tempest,Arcane Wraps,Gro,Bullets,Darkwood Spikes,Apostle,,,Refraction,,,,,,,
195,Ascended Zulyn - Divine #195,Emerald,Focus,Airtorn,Pursed Void,,Silver Frayed Ring,Ascended,Bronzed Plates,Golden Columns,Obsidian,Silver Chandelier,Apostle,,,Of The Wise,,,,,,,
196,Rayria - Divine #196,Amethyst,Combative,Imbued,Pursed Crimson,Life Giving,Chain of Pearls,Darkened,Shimmering Cloak,Red Opals,Suspended Sapphire,Mystical Horns,Vindicator,,,,,,,,,,
197,Rau'il Er - Divine #197,Amethyst,Warm,Broken,Pursed Void,,,Exalted,Rejuvenating Vestments,The Translucent's Bands,,,Royalty,,,,,,Belder Strike,Ghost,Fantome Coronet,,
198,Disciple Ralai - Divine #198,Ochre,Passionate,Airtorn,Pursed Frosted,,Silver Hoop,Disciple,Tarnished Wraps,Arcane Choker,Golden Chandelier,Gems of Optimism,Apostle,Eyeliner,,Spirit,,,,,,,
199,Lia'se Her - Divine #199,Emerald,Combative,Broken,Pursed Void,,,Firesworn,Sheathing of Harspiera,A Glimpse of Hope,,,Royalty,,,,,,Hollowed,Mutated,Shard of Aegian,,
200,Ula Emmka - Divine #200,Emerald,Passionate,Cosmic,Pursed Crimson,Frozen,Silver Hoop,Sunrise,Cream Toga,Pendant of Wisdom,Obsidian,Barbs of Arrogance,Vindicator,,,,,,,,,,
201,Er Daiave - Divine #201,Heated,Retribution,Refined,Deep Sea,Life Giving,Chain of Pearls,Focused,Toga of Innocence,Silver Barbs,Golden Hoops,Cradle of Truth,Vindicator,,,,,,,,,Void,
202,Tel Sillai - Divine #202,Sacred Peach,Cosmic,Betrayed,Tangerine,Frozen,Chain of Pearls,Blazed,Robes of Nature,Amarashen,Pearls,Gems of Purity,Vindicator,,,,,,,,,,
203,Orauive - Divine #203,Natural,Focus,Refined,Pursed Void,Frozen,Silver Slack,Frost,Shimmering Cape,Bronzed Barbs,Solar,Spring Crown,Vindicator,,,,,,,,,,
204,Oqeiura - Divine #204,Laguna,Warm,Imbued,Pursed Crimson,Frozen,Silver Bridge,Faint Hearted,Fiery Gown,Mystical Stones,Emerald,Gems of Heart,Vindicator,,,,,,,,,,
205,Master Ialsoli - Divine #205,Sky,Harmonic,Drake-Tempered,Amber,,Golden Double Chained,Master,Teal Mage,Silver Rings,Silver Charged,Arcane Coils,Apostle,,,Guidance,,,,,,,
206,Spirited Fintia - Divine #206,Floral,Rejuvenation,Serpentheart,Raspberry,,Chain of Pearls,Spirited,Red Gilded,Bronzed Barbs,Morganite,Barbs of Arrogance,Apostle,,,Last Hope,,,,,,,
207,Tor Igi - Divine #207,Lilac,Retribution,Tainted,Pursed Void,Life Giving,Blessed Stud,Dark Seer,Fiery Toga,Gold Divine,Amber,Pierced Crown,Vindicator,,,,,,,,,,
208,Paipa - Divine #208,Fandango,Harmonic,Cosmic,Pursed Frosted,Life Giving,Silver Double Chained,Ancient Tarnished,Shimmering Dress,Aegian,Golden Chandelier,Rejuvenating Horns,Vindicator,,,,,,,,,,
209,Seer Finiera - Divine #209,Lilac,Warm,All-Seeing,Frozen,,Chain of Pearls,Seer,Arcane Amice,Sramosa,Silver Echoes,Gems of Wisdom,Apostle,,,Sacrificial,,,,,,,
210,Keeper Ula Tinal - Divine #210,Laguna,Combative,Airtorn,Void Kissed,,Chain of Pearls,Keeper,Mystic Tassel,Pendant of Wisdom,Silver Chain,Coils of Fire,Apostle,,,Nature's Phase,,,,,,,
211,Ea Dader - Divine #211,Azure,Rejuvenation,Imbued,Frozen,Frozen,Silver Frayed Ring,Dusk,Vitality Toga,Tri Obsidian,Silver Divine,Gems of Innocence,Vindicator,,Burning,,,,,,,,
212,Finula - Divine #212,Floral,Serene,Refined,Toxic,Passionate,Blessed Stud,Shallow Waters,Arcane Cape,The Arc's Guidance,Morganite,Gems of Wisdom,Vindicator,,,,,,,,,,
213,Aewei Sol - Divine #213,Amethyst,Harmonic,Cosmic,Pursed Crimson,Passionate,Golden Bridge,Ancient Dark,Dark Toga,Golden Rings,Golden Stars,Gems of Life,Vindicator,,,,,,,,,,
214,Fin Raeria Te - Divine #214,Fandango,Serene,Imbued,Pursed Void,Frost,Golden Double Chained,Vindicated,Toga of Innocence,Obsidian Band,Golden Echoes,Coils of Nature,Vindicator,,Clouded,,,,,,,,
215,Paivi - Divine #215,Ochre,Cosmic,Imbued,Amber,Hazel,Silver Hoop,Electric,Arcane Robes,Gold Charge,Bullets,Darkwood Spikes,Vindicator,,,,,,,,,,
216,Arisen Tel Litori - Divine #216,Sky,Tranquility,Drake-Tempered,Void Kissed,,Chain of Pearls,Risen,High Mage,Arcane Choker,Solar,Coils of Ambience,Apostle,,,Guardian,,,,,,,
217,Syloren Rah - Divine #217,Amethyst,Tranquility,Refined,Void Kissed,Frost,Jeweled,Tainted,Purity Gown,Grenal,Gold Charged,Coils of Fire,Vindicator,,,,,,,,,,
218,Darrah - Divine #218,Sacred Peach,Focus,Cosmic,Raspberry,Life Taking,Golden Double Chained,Ancient Blue,Deep Sea Dress,Golden Columns,Super Solar,Dorado,Vindicator,,,,,,,,,,
219,Ascended Tader - Divine #219,Emerald,Serene,All-Seeing,Crimson,,Silver Slack,Ascended,Void Forseeing,Tears of Grenal,Golden Divine,Cradle of Light,Apostle,,,Sacrificial,,,,,,,
220,Maesola - Divine #220,Amethyst,Passionate,Refined,Pursed Void,Frozen,Chain of Pearls,Sunrise,Arcane Robes,Green Opals,Golden Tears,Coils of Ambience,Vindicator,,Starry,,,,,,,,
221,Enchanter Ermka - Divine #221,Heated,Perceptive,All-Seeing,Toxic,,Chain of Pearls,Enchanter,Tarnished Tassel,Amarashen,Lunar,Silver Gladiator,Apostle,,,Glory,,,,,,,
222,Arisen Ar Uwila - Divine #222,Laguna,Retribution,All-Seeing,Frosted,,Jeweled,Risen,Burned Wraps,Gold Charge,Morganite,Bronzed Horns,Apostle,,,Prophecy,,,,,,,
223,Conjuror Ula Emylvia - Divine #223,Lilac,Serene,Lifebreath,Pursed Crimson,,Golden Hoop,Conjuror,Gold Librarian,The Arc's Guidance,Super Solar,Gems of Purity,Apostle,,,Kin,,,,,,,
224,Mage Ter Latelia - Divine #224,Amethyst,Rejuvenation,Serpentheart,Pursed Void,,Silver Slack,Mage,Arcane Tassel,Silver Rings,Bullets,Golden Chandelier,Apostle,,,Guidance,,,,,,,Blessed
225,Druid Raegi - Divine #225,Heated,Focus,Airtorn,Deep Sea,,Silver Hoop,Druidic,Golden Mage,Silver Barbs,Silver Tears,Silver Chandelier,Apostle,,,Of The Wise,,,,,,,
226,Yaarla - Divine #226,Emerald,Rejuvenation,Imbued,Tangerine,Hazel,Silver Bridge,Frost,Robes of Shadow,Tri Azurite,Morganite,Enchanted Spikes,Vindicator,,Freed,,,,,,,,
227,Ternai - Divine #227,Natural,Combative,Refined,Pursed Amber,Life Taking,Golden Bridge,Burnt,Natural Gown,Harspiera,Rubies,Cradle of Noir,Vindicator,,,,,,,,,,
228,Zeei Te - Divine #228,Azure,Warm,Cosmic,Toxic,Life Taking,Silver Frayed Ring,Focused,Deep Sea Cloak,Tears of Grenal,Amber,Golden Gladiator,Vindicator,,Freed,,,,,,,,
229,La'iba Gre - Divine #229,Natural,Harmonic,Broken,Tangerine,,,Banished,Gilded Garbs,A Glimpse of Revenge,,,Royalty,,,,,,Interrogated,Deafened,Scales of Grenal,,
230,Ayliera - Divine #230,Fandango,Serene,Tainted,Frozen,Life Giving,Silver Slack,Heart,Bronzed Robes,Gold Divine,Silver Stars,Enchanted Horns,Vindicator,,,,,,,,,,
231,Sorcerer Vesasoli - Divine #231,Fandango,Passionate,Lifebreath,Natural,,Silver Bridge,Sorcerer,Green Librarian,Green Opals,Solar,Cradle of Truth,Apostle,,,Blindsided,,,,,,,
232,Paiuta - Divine #232,Natural,Focus,Tainted,Crimson,Passionate,Jeweled,Phoenix,Cape of Heart,Harspiera's Tears,Silver Tears,Gems of Patience,Vindicator,,,,,,,,,,
233,Lilla'y Ru - Divine #233,Emerald,Tranquility,Broken,Pursed Crimson,,,Barren,Cinder Vestments,Stone of the Sanctified,,,Royalty,,,,,,Stolen Heart,Dust,Scales of Gro,,
234,Warrior Ialqua - Divine #234,Azure,Harmonic,Serpentheart,Pursed Frozen,,Chain of Pearls,Barbaric,Green Forseeing,Harspiera,Lunar,Coils of Ambience,Apostle,,,Kindness,,,,,,,
235,Tempest Renelle - Divine #235,Azure,Combative,Lifebreath,Pursed Amber,,Jeweled,Tempest,Bronzed Tassel,Stones of Pride,Silver Hoops,Gems of Pride,Apostle,,,Loyalty,,,,,,,
236,Zaynai - Divine #236,Ochre,Cosmic,Tainted,Pursed Crimson,Life Taking,Silver Hoop,Ancient Arcane,Natural Toga,Gold Charge,Gold Chain,Coils of Nature,Vindicator,,,,,,,,,,
237,Tempest Tor Uqua - Divine #237,Amethyst,Combative,Lifebreath,Pursed Crimson,,Silver Double Chained,Tempest,Mystic Amice,Tri Obsidian,Golden Dreamcatchers,Dorado,Apostle,,,Spirit,,,,,,,
238,Li Torlii - Divine #238,Emerald,Perceptive,Refined,Raspberry,Frozen,Silver Double Chained,Shimmering,Arcane Cloak,Stones of Heart,Obsidian,Silver Chandelier,Vindicator,,,,,,,,,,
239,Warrior Zayrasi - Divine #239,Emerald,Warm,Airtorn,Amber,,Silver Frayed Ring,Barbaric,Plates of Nature,Gold Divine,Silver Serpents,Spring Crown,Apostle,,Smoked,Metamorphosis,,,,,,,
240,Master Terliao - Divine #240,Natural,Serene,All-Seeing,Crimson,,Golden Slack,Master,Cosmic Mage,Gro,Suspended Ruby,Cradle of Noir,Apostle,,,Offering,,,,,,,
241,O'yi Yir - Divine #241,Heated,Cosmic,Broken,Pursed Amber,,,Distraught,Imperial Finery,The Martyr's Bands,,,Royalty,,,,,,Bladestruck,Blood Stained,Mirror of Obfuscation,,
242,Bruel - Divine #242,Natural,Combative,Refined,Frosted,Life Giving,Golden Slack,Highness,Cream Toga,Aegian,Bullets,Mystical Horns,Vindicator,,,,,,,,,,
243,Ar Ietersi - Divine #243,Heated,Tranquility,Tainted,Deep Sea,Frozen,Silver Frayed Ring,Fiery Seer,Tarnished Gown,Harspiera,Solar,Barbs of Ascension,Vindicator,,,,,,,,,,
244,Disciple Tor Uila - Divine #244,Natural,Tranquility,Airtorn,Pursed Frosted,,Jeweled,Disciple,Red Librarian,Aegian,Suspended Sapphire,Azurite Spikes,Apostle,,,Guardian,,,,,,,
245,Enchanter Maeuta - Divine #245,Ochre,Passionate,Drake-Tempered,Pursed Frozen,,Chain of Pearls,Enchanter,Deep Sea Amice,Pendant of Life,Golden Divine,Mystical Horns,Apostle,,,Glory,,,,,,,
246,Spirited Paielle - Divine #246,Floral,Rejuvenation,All-Seeing,Pursed Void,,Silver Slack,Spirited,Arcane Tassel,Golden Rings,Silver Chandelier,Plata,Apostle,,,Of The Wise,,,,,,,
247,Ar Iallii - Divine #247,Lilac,Warm,Tainted,Pursed Void,Life Giving,Silver Double Chained,Shallow Waters,Mystic Robes,Golden Rings,Pearls,Golden Horns,Vindicator,,Lightning,,,,,,,,
248,Iquesola - Divine #248,Azure,Perceptive,Tainted,Natural,Frozen,Silver Slack,Fiery,Amber Toga,Silver Divine,Silver Chandelier,Druidic Crown,Vindicator,,,,,,,,,,
249,Tertali - Divine #249,Heated,Retribution,Imbued,Pursed Frozen,Life Giving,Jeweled,Flames,Fiery Gown,Amarashen,Golden Hoops,Golden Chandelier,Vindicator,,,,,,,,,,
250,Raeeuio - Divine #250,Floral,Harmonic,Cosmic,Amber,Passionate,Blessed Stud,Sunrise,Arcane Cape,Sramosa,Emerald,Gems of Pride,Vindicator,,,,,,,,,,
251,Ua'olm Era - Divine #251,Heated,Rejuvenation,Broken,Crimson,,,Raven,Sheathing of Sramosa,Talisman of Truth,,,Royalty,,,,,,Stolen Breath,Battleworn,Fantome Coronet,,
252,Seer La Vesapari - Divine #252,Azure,Focus,Airtorn,Frosted,,Silver Frayed Ring,Seer,Silvered,Silver Divine,Silver Dreamcatchers,Gems of Patience,Apostle,,,Nature's Phase,,,,,,,
253,Iaten Su - Divine #253,Lilac,Rejuvenation,Imbued,Pursed Crimson,Frozen,Silver Bridge,Almond,Arcane Cloak,Tears of Grenal,Lunar,Golden Spikes,Vindicator,,,,,,,,,,
254,Ascended Iraralia - Divine #254,Fandango,Harmonic,Serpentheart,Frozen,,Golden Frayed Ring,Ascended,Void Forseeing,Red Opals,Golden Echoes,Golden Spikes,Apostle,,,Sky Torn,,,,,,,
255,Conjuror Iaoder - Divine #255,Fandango,Retribution,Lifebreath,Natural,,Blessed Stud,Conjuror,Arcane Wraps,Harspiera's Tears,Silver Charged,Barbs of Ascension,Apostle,,,Kindness,,,,,,,
256,Mage Laeah - Divine #256,Sacred Peach,Combative,Drake-Tempered,Toxic,,Chain of Pearls,Mage,Burned Plates,Stones of Pride,Amber,Dorado,Apostle,,,Kin,,,,,,,
257,Arisen La Terraa - Divine #257,Ochre,Passionate,Serpentheart,Deep Sea,,Golden Bridge,Risen,Green Mage,Harspiera's Tears,Rubies,Revitalized Crown,Apostle,,,Offering,,,,,,,
258,Enchanter Fien Li - Divine #258,Floral,Warm,Drake-Tempered,Tangerine,,Silver Double Chained,Enchanter,Burned Amice,Mystical Stones,Silver Tears,Arcane Coils,Apostle,,Lightning,Guidance,,,,,,,
259,Arisen Iaosoli - Divine #259,Laguna,Harmonic,Lifebreath,Raspberry,,Silver Hoop,Risen,High Mage,Silver Columns,Golden Serpents,Halo of Penance,Apostle,,,Nature's Phase,,,,,,,
260,Tertia Te - Divine #260,Sacred Peach,Passionate,Cosmic,Pursed Frosted,Hazel,Golden Frayed Ring,Focused,Arcane Cape,Golden Columns,Morganite,Spring Crown,Vindicator,,,,,,,,,,
261,Iaoze - Divine #261,Laguna,Combative,Imbued,Pursed Crimson,Frozen,Silver Hoop,Regal,Arcane Robes,Pendant of Wisdom,Pearls,Enchanted Horns,Vindicator,,,,,,,,,,
